-11.99216366	-11.99779224	-0.43032208
-10.99216366	-11.99779224	-0.43001200
-9.99216366	-11.99779224	-0.43032208
-8.99216366	-11.99779224	-0.32981023
-7.99216366	-11.99779224	-0.41900531
-6.99216366	-11.99779224	-0.41491131
-5.99216366	-11.99779224	-0.41592013
-4.99216366	-11.99779224	-0.41420093
-3.99216366	-11.99779224	-0.41340418
-2.99216366	-11.99779224	-0.41709059
-1.99216366	-11.99779224	-0.40631183
-0.99216366	-11.99779224	-0.40092055
0.00783634	-11.99779224	-0.40616581
1.00783634	-11.99779224	-0.38564277
2.00783634	-11.99779224	-0.42989177
3.00783634	-11.99779224	-0.37523803
4.00783634	-11.99779224	-0.43412551
5.00783634	-11.99779224	-0.41477137
6.00783634	-11.99779224	-0.41380620
7.00783634	-11.99779224	-0.39544879
8.00783634	-11.99779224	-0.38978682
9.00783634	-11.99779224	-0.37393888
10.00783634	-11.99779224	-0.36837921
-11.99216366	-10.99779224	-0.42888242
-10.99216366	-10.99779224	-0.43032208
-9.99216366	-10.99779224	-0.43032208
-8.99216366	-10.99779224	-0.32981023
-7.99216366	-10.99779224	-0.41575163
-6.99216366	-10.99779224	-0.41376523
-5.99216366	-10.99779224	-0.41391749
-4.99216366	-10.99779224	-0.41406422
-3.99216366	-10.99779224	-0.41797351
-2.99216366	-10.99779224	-0.41709059
-1.99216366	-10.99779224	-0.41024683
-0.99216366	-10.99779224	-0.41360945
0.00783634	-10.99779224	-0.40545588
1.00783634	-10.99779224	-0.41606994
2.00783634	-10.99779224	-0.42767764
3.00783634	-10.99779224	-0.37523803
4.00783634	-10.99779224	-0.43412551
5.00783634	-10.99779224	-0.40686989
6.00783634	-10.99779224	-0.41380620
7.00783634	-10.99779224	-0.38866433
8.00783634	-10.99779224	-0.37546151
9.00783634	-10.99779224	-0.37902786
10.00783634	-10.99779224	-0.36837921
-11.99216366	-9.99779224	-0.43032208
-10.99216366	-9.99779224	-0.43032208
-9.99216366	-9.99779224	-0.43032208
-8.99216366	-9.99779224	-0.32981023
-7.99216366	-9.99779224	-0.41762241
-6.99216366	-9.99779224	-0.41352529
-5.99216366	-9.99779224	-0.41168083
-4.99216366	-9.99779224	-0.41295951
-3.99216366	-9.99779224	-0.41306691
-2.99216366	-9.99779224	-0.41709059
-1.99216366	-9.99779224	-0.41814773
-0.99216366	-9.99779224	-0.42103862
0.00783634	-9.99779224	-0.42410431
1.00783634	-9.99779224	-0.42160618
2.00783634	-9.99779224	-0.42050551
3.00783634	-9.99779224	-0.37523803
4.00783634	-9.99779224	-0.43412551
5.00783634	-9.99779224	-0.41944299
6.00783634	-9.99779224	-0.41380620
7.00783634	-9.99779224	-0.40025011
8.00783634	-9.99779224	-0.38653344
9.00783634	-9.99779224	-0.37260992
10.00783634	-9.99779224	-0.36837921
-11.99216366	-8.99779224	-0.42985031
-10.99216366	-8.99779224	-0.42940284
-9.99216366	-8.99779224	-0.42738574
-8.99216366	-8.99779224	-0.05058216
-7.99216366	-8.99779224	-0.15055284
-6.99216366	-8.99779224	-0.41327788
-5.99216366	-8.99779224	-0.41276609
-4.99216366	-8.99779224	-0.41254261
-3.99216366	-8.99779224	-0.41529113
-2.99216366	-8.99779224	-0.20115533
-1.99216366	-8.99779224	-0.42064779
-0.99216366	-8.99779224	-0.42838362
0.00783634	-8.99779224	-0.42354848
1.00783634	-8.99779224	-0.27883193
2.00783634	-8.99779224	-0.02963277
3.00783634	-8.99779224	-0.36294702
4.00783634	-8.99779224	-0.43182785
5.00783634	-8.99779224	-0.44472271
6.00783634	-8.99779224	-0.44838225
7.00783634	-8.99779224	-0.43204565
